"building","day","floor","level","mac","name","room","time"
"block-9","Wednesday","first","-64","6c:aa:b3:48:ad:b8","IIITV2","9107","11:09:35"
"block-9","Wednesday","first","-69","58:b6:33:26:53:28","IIITV1","9107","11:09:35"
"block-9","Wednesday","first","-75","58:b6:33:66:53:28","IIITV-Staff","9107","11:09:35"
"block-9","Wednesday","first","-62","f0:3e:90:0c:24:78","IIITV1","9108","11:09:45"
"block-9","Wednesday","first","-65","f0:3e:90:8c:24:78","IIITV2","9108","11:09:45"
"block-9","Wednesday","first","-64","f0:3e:90:4c:24:78","IIITV-Staff","9108","11:09:45"
"block-9","Wednesday","first","-72","24:c9:a1:49:9a:c8","IIITV2","9108","11:09:45"
"block-9","Wednesday","first","-71","24:c9:a1:09:9a:c8","IIITV-Staff","9108","11:09:45"
"block-9","Wednesday","first","-79","2c:c5:d3:63:c2:38","IIITV-Staff","9108","11:09:45"
"block-9","Wednesday","first","-68","58:b6:33:26:51:48","IIITV1","9108","11:09:45"
"block-9","Wednesday","first","-83","58:b6:33:66:51:48","IIITV-Staff","9108","11:09:35"
"block-9","Wednesday","first","-77","f0:3e:90:0c:29:d8","IIITV1","9108","11:09:35"
"block-9","Wednesday","first","-83","f0:3e:90:4c:29:d8","IIITV-Staff","9108","11:09:35"
"block-9","Wednesday","first","-82","f0:3e:90:8c:29:d8","IIITV2","9108","11:09:35"
"block-9","Wednesday","first","-74","24:c9:a1:09:a1:58","IIITV-Staff","9108","11:09:45"
"block-9","Wednesday","first","-74","24:c9:a1:49:a1:58","IIITV2","9108","11:09:45"
"block-9","Wednesday","first","-64","6c:aa:b3:08:ad:b8","IIITV-Staff","9108","11:09:35"
"block-9","Wednesday","first","-64","6c:aa:b3:48:ad:b8","IIITV2","9108","11:09:35"
"block-9","Wednesday","first","-83","58:b6:33:26:53:28","IIITV1","9108","11:09:45"
"block-9","Wednesday","first","-82","58:b6:33:66:53:28","IIITV-Staff","9108","11:09:45"
"block-9","Wednesday","first","-62","f0:3e:90:0c:24:78","IIITV1","9109","11:09:52"
"block-9","Wednesday","first","-65","f0:3e:90:8c:24:78","IIITV2","9109","11:09:52"
"block-9","Wednesday","first","-64","f0:3e:90:4c:24:78","IIITV-Staff","9109","11:09:52"
"block-9","Wednesday","first","-68","24:c9:a1:49:9a:c8","IIITV2","9109","11:09:52"
"block-9","Wednesday","first","-68","24:c9:a1:09:9a:c8","IIITV-Staff","9109","11:09:52"
"block-9","Wednesday","first","-79","2c:c5:d3:63:c2:38","IIITV-Staff","9109","11:09:52"
"block-9","Wednesday","first","-69","58:b6:33:26:51:48","IIITV1","9109","11:09:52"
"block-9","Wednesday","first","-64","58:b6:33:66:51:48","IIITV-Staff","9109","11:09:52"
"block-9","Wednesday","first","-74","24:c9:a1:09:a1:58","IIITV-Staff","9109","11:09:52"
"block-9","Wednesday","first","-74","24:c9:a1:49:a1:58","IIITV2","9109","11:09:52"
"block-9","Wednesday","first","-78","6c:aa:b3:08:ad:b8","IIITV-Staff","9109","11:09:52"
"block-9","Wednesday","first","-78","6c:aa:b3:48:ad:b8","IIITV2","9109","11:09:52"
"block-9","Wednesday","first","-83","58:b6:33:26:53:28","IIITV1","9109","11:09:52"
"block-9","Wednesday","first","-82","58:b6:33:66:53:28","IIITV-Staff","9109","11:09:52"
"block-9","Wednesday","first","-62","f0:3e:90:0c:24:78","IIITV1","9110","11:10:02"
"block-9","Wednesday","first","-65","f0:3e:90:8c:24:78","IIITV2","9110","11:10:02"
"block-9","Wednesday","first","-64","f0:3e:90:4c:24:78","IIITV-Staff","9110","11:10:02"
"block-9","Wednesday","first","-68","24:c9:a1:49:9a:c8","IIITV2","9110","11:10:02"
"block-9","Wednesday","first","-68","24:c9:a1:09:9a:c8","IIITV-Staff","9110","11:10:02"
"block-9","Wednesday","first","-70","2c:c5:d3:63:c2:38","IIITV-Staff","9110","11:10:02"
"block-9","Wednesday","first","-68","58:b6:33:26:51:48","IIITV1","9110","11:10:02"
"block-9","Wednesday","first","-61","58:b6:33:66:51:48","IIITV-Staff","9110","11:10:02"
"block-9","Wednesday","first","-74","24:c9:a1:09:a1:58","IIITV-Staff","9110","11:10:02"
"block-9","Wednesday","first","-74","24:c9:a1:49:a1:58","IIITV2","9110","11:10:02"
"block-9","Wednesday","first","-70","6c:aa:b3:08:ad:b8","IIITV-Staff","9110","11:10:02"
"block-9","Wednesday","first","-70","6c:aa:b3:48:ad:b8","IIITV2","9110","11:10:02"
"block-9","Wednesday","first","-83","58:b6:33:26:53:28","IIITV1","9110","11:10:02"
"block-9","Wednesday","first","-82","58:b6:33:66:53:28","IIITV-Staff","9110","11:10:02"
"block-9","Wednesday","first","-61","f0:3e:90:0c:29:d8","IIITV1","9110","11:10:02"
"block-9","Wednesday","first","-61","f0:3e:90:8c:29:d8","IIITV2","9110","11:10:02"
"block-9","Wednesday","first","-61","f0:3e:90:4c:29:d8","IIITV-Staff","9110","11:10:02"
"block-9","Wednesday","first","-68","2c:c5:d3:23:c2:38","IIITV1","9110","11:10:02"
"block-9","Wednesday","first","-62","f0:3e:90:0c:24:78","IIITV1","9111","11:10:33"
"block-9","Wednesday","first","-65","f0:3e:90:8c:24:78","IIITV2","9111","11:10:33"
"block-9","Wednesday","first","-64","f0:3e:90:4c:24:78","IIITV-Staff","9111","11:10:33"
"block-9","Wednesday","first","-68","24:c9:a1:49:9a:c8","IIITV2","9111","11:10:33"
"block-9","Wednesday","first","-68","24:c9:a1:09:9a:c8","IIITV-Staff","9111","11:10:33"
"block-9","Wednesday","first","-70","2c:c5:d3:63:c2:38","IIITV-Staff","9111","11:10:33"
"block-9","Wednesday","first","-41","58:b6:33:26:51:48","IIITV1","9111","11:10:33"
"block-9","Wednesday","first","-48","58:b6:33:66:51:48","IIITV-Staff","9111","11:10:33"
"block-9","Wednesday","first","-74","24:c9:a1:09:a1:58","IIITV-Staff","9111","11:10:33"
"block-9","Wednesday","first","-74","24:c9:a1:49:a1:58","IIITV2","9111","11:10:33"
"block-9","Wednesday","first","-70","6c:aa:b3:08:ad:b8","IIITV-Staff","9111","11:10:33"
"block-9","Wednesday","first","-70","6c:aa:b3:48:ad:b8","IIITV2","9111","11:10:33"
"block-9","Wednesday","first","-83","58:b6:33:26:53:28","IIITV1","9111","11:10:33"
"block-9","Wednesday","first","-82","58:b6:33:66:53:28","IIITV-Staff","9111","11:10:33"
"block-9","Wednesday","first","-61","f0:3e:90:0c:29:d8","IIITV1","9111","11:10:33"
"block-9","Wednesday","first","-61","f0:3e:90:8c:29:d8","IIITV2","9111","11:10:33"
"block-9","Wednesday","first","-61","f0:3e:90:4c:29:d8","IIITV-Staff","9111","11:10:33"
"block-9","Wednesday","first","-68","2c:c5:d3:23:c2:38","IIITV1","9111","11:10:33"
"block-9","Wednesday","first","-68","24:c9:a1:09:9f:08","IIITV-Staff","9111","11:10:33"
"block-9","Wednesday","first","-69","24:c9:a1:49:9f:08","IIITV2","9111","11:10:33"
"block-9","Wednesday","first","-85","f0:3e:90:0c:24:78","IIITV1","9113","11:10:43"
"block-9","Wednesday","first","-82","f0:3e:90:8c:24:78","IIITV2","9113","11:10:43"
"block-9","Wednesday","first","-84","f0:3e:90:4c:24:78","IIITV-Staff","9113","11:10:43"
"block-9","Wednesday","first","-68","24:c9:a1:49:9a:c8","IIITV2","9113","11:10:43"
"block-9","Wednesday","first","-68","24:c9:a1:09:9a:c8","IIITV-Staff","9113","11:10:43"
"block-9","Wednesday","first","-70","2c:c5:d3:63:c2:38","IIITV-Staff","9113","11:10:43"
"block-9","Wednesday","first","-37","58:b6:33:26:51:48","IIITV1","9113","11:10:43"
"block-9","Wednesday","first","-36","58:b6:33:66:51:48","IIITV-Staff","9113","11:10:43"
"block-9","Wednesday","first","-74","24:c9:a1:09:a1:58","IIITV-Staff","9113","11:10:33"
"block-9","Wednesday","first","-74","24:c9:a1:49:a1:58","IIITV2","9113","11:10:33"
"block-9","Wednesday","first","-70","6c:aa:b3:08:ad:b8","IIITV-Staff","9113","11:10:43"
"block-9","Wednesday","first","-70","6c:aa:b3:48:ad:b8","IIITV2","9113","11:10:43"
"block-9","Wednesday","first","-83","58:b6:33:26:53:28","IIITV1","9113","11:10:33"
"block-9","Wednesday","first","-82","58:b6:33:66:53:28","IIITV-Staff","9113","11:10:33"
"block-9","Wednesday","first","-61","f0:3e:90:0c:29:d8","IIITV1","9113","11:10:43"
"block-9","Wednesday","first","-61","f0:3e:90:8c:29:d8","IIITV2","9113","11:10:43"
"block-9","Wednesday","first","-61","f0:3e:90:4c:29:d8","IIITV-Staff","9113","11:10:43"
"block-9","Wednesday","first","-68","2c:c5:d3:23:c2:38","IIITV1","9113","11:10:43"
"block-9","Wednesday","first","-68","24:c9:a1:09:9f:08","IIITV-Staff","9113","11:10:43"
"block-9","Wednesday","first","-69","24:c9:a1:49:9f:08","IIITV2","9113","11:10:43"
"block-9","Wednesday","first","-85","f0:3e:90:0c:24:78","IIITV1","9114","11:10:53"
"block-9","Wednesday","first","-82","f0:3e:90:8c:24:78","IIITV2","9114","11:10:53"
"block-9","Wednesday","first","-84","f0:3e:90:4c:24:78","IIITV-Staff","9114","11:10:53"
"block-9","Wednesday","first","-76","24:c9:a1:49:9a:c8","IIITV2","9114","11:10:53"
"block-9","Wednesday","first","-76","24:c9:a1:09:9a:c8","IIITV-Staff","9114","11:10:53"
"block-9","Wednesday","first","-70","2c:c5:d3:63:c2:38","IIITV-Staff","9114","11:10:53"
"block-9","Wednesday","first","-41","58:b6:33:26:51:48","IIITV1","9114","11:10:53"
"block-9","Wednesday","first","-44","58:b6:33:66:51:48","IIITV-Staff","9114","11:10:53"
"block-9","Wednesday","first","-70","6c:aa:b3:08:ad:b8","IIITV-Staff","9114","11:10:53"
"block-9","Wednesday","first","-70","6c:aa:b3:48:ad:b8","IIITV2","9114","11:10:53"
"block-9","Wednesday","first","-61","f0:3e:90:0c:29:d8","IIITV1","9114","11:10:53"
"block-9","Wednesday","first","-61","f0:3e:90:8c:29:d8","IIITV2","9114","11:10:53"
"block-9","Wednesday","first","-61","f0:3e:90:4c:29:d8","IIITV-Staff","9114","11:10:53"
"block-9","Wednesday","first","-68","2c:c5:d3:23:c2:38","IIITV1","9114","11:10:53"
"block-9","Wednesday","first","-68","24:c9:a1:09:9f:08","IIITV-Staff","9114","11:10:53"
"block-9","Wednesday","first","-69","24:c9:a1:49:9f:08","IIITV2","9114","11:10:53"
"block-9","Wednesday","first","-82","f0:3e:90:0c:24:78","IIITV1","9116","11:11:03"
"block-9","Wednesday","first","-82","f0:3e:90:8c:24:78","IIITV2","9116","11:11:03"
"block-9","Wednesday","first","-84","f0:3e:90:4c:24:78","IIITV-Staff","9116","11:11:03"
"block-9","Wednesday","first","-76","24:c9:a1:49:9a:c8","IIITV2","9116","11:11:03"
"block-9","Wednesday","first","-76","24:c9:a1:09:9a:c8","IIITV-Staff","9116","11:11:03"
"block-9","Wednesday","first","-55","2c:c5:d3:63:c2:38","IIITV-Staff","9116","11:11:03"
"block-9","Wednesday","first","-29","58:b6:33:26:51:48","IIITV1","9116","11:11:03"
"block-9","Wednesday","first","-28","58:b6:33:66:51:48","IIITV-Staff","9116","11:11:03"
"block-9","Wednesday","first","-70","6c:aa:b3:08:ad:b8","IIITV-Staff","9116","11:10:53"
"block-9","Wednesday","first","-70","6c:aa:b3:48:ad:b8","IIITV2","9116","11:10:53"
"block-9","Wednesday","first","-61","f0:3e:90:0c:29:d8","IIITV1","9116","11:10:53"
"block-9","Wednesday","first","-61","f0:3e:90:8c:29:d8","IIITV2","9116","11:10:53"
"block-9","Wednesday","first","-61","f0:3e:90:4c:29:d8","IIITV-Staff","9116","11:10:53"
"block-9","Wednesday","first","-55","2c:c5:d3:23:c2:38","IIITV1","9116","11:11:03"
"block-9","Wednesday","first","-64","24:c9:a1:09:9f:08","IIITV-Staff","9116","11:11:03"
"block-9","Wednesday","first","-65","24:c9:a1:49:9f:08","IIITV2","9116","11:11:03"
"block-9","Wednesday","first","-71","24:c9:a1:49:a7:28","IIITV2","9116","11:11:03"
"block-9","Wednesday","first","-71","24:c9:a1:09:a7:28","IIITV-Staff","9116","11:11:03"
"block-9","Wednesday","first","-75","2c:c5:d3:23:c2:38","IIITV1","9101","12:14:09"
"block-9","Wednesday","first","-58","24:c9:a1:49:9f:08","IIITV2","9101","12:14:09"
"block-9","Wednesday","first","-58","24:c9:a1:09:9f:08","IIITV-Staff","9101","12:14:09"
"block-9","Wednesday","first","-36","f0:3e:90:4c:24:78","IIITV-Staff","9101","12:14:09"
"block-9","Wednesday","first","-37","f0:3e:90:8c:24:78","IIITV2","9101","12:14:09"
"block-9","Wednesday","first","-36","f0:3e:90:0c:24:78","IIITV1","9101","12:14:09"
"block-9","Wednesday","first","-62","24:c9:a1:09:9a:c8","IIITV-Staff","9101","12:14:09"
"block-9","Wednesday","first","-61","24:c9:a1:49:9a:c8","IIITV2","9101","12:14:09"
"block-9","Wednesday","first","-70","58:b6:33:66:51:48","IIITV-Staff","9101","12:14:09"
"block-9","Wednesday","first","-70","58:b6:33:26:51:48","IIITV1","9101","12:14:09"
"block-9","Wednesday","first","-62","58:b6:33:66:56:c8","IIITV-Staff","9101","12:14:09"
"block-9","Wednesday","first","-61","58:b6:33:26:56:c8","IIITV1","9101","12:14:09"
"block-9","Wednesday","first","-69","f0:3e:90:0c:29:d8","IIITV1","9101","12:14:09"
"block-9","Wednesday","first","-69","f0:3e:90:8c:29:d8","IIITV2","9101","12:14:09"
"block-9","Wednesday","first","-69","f0:3e:90:4c:29:d8","IIITV-Staff","9101","12:14:09"
"block-9","Wednesday","first","-72","24:c9:a1:09:a1:58","IIITV-Staff","9101","12:14:09"
"block-9","Wednesday","first","-72","2c:c5:d3:63:c2:38","IIITV-Staff","9101","12:14:09"
"block-9","Wednesday","first","-69","24:c9:a1:47:29:58","IIITV2","9101","12:14:09"
"block-9","Wednesday","first","-73","24:c9:a1:49:a1:58","IIITV2","9101","12:14:09"
"block-9","Wednesday","first","-76","24:c9:a1:07:29:58","IIITV-Staff","9101","12:14:09"
"block-9","Wednesday","first","-71","58:b6:33:26:53:28","IIITV1","9101","12:14:09"
"block-9","Wednesday","first","-76","24:c9:a1:49:a7:28","IIITV2","9101","12:14:09"
"block-9","Wednesday","first","-76","24:c9:a1:09:a7:28","IIITV-Staff","9101","12:14:09"
"block-9","Wednesday","first","-75","2c:c5:d3:23:c2:38","IIITV1","9102","12:14:09"
"block-9","Wednesday","first","-61","24:c9:a1:49:9f:08","IIITV2","9102","12:14:37"
"block-9","Wednesday","first","-63","24:c9:a1:09:9f:08","IIITV-Staff","9102","12:14:37"
"block-9","Wednesday","first","-71","f0:3e:90:4c:24:78","IIITV-Staff","9102","12:14:37"
"block-9","Wednesday","first","-71","f0:3e:90:8c:24:78","IIITV2","9102","12:14:37"
"block-9","Wednesday","first","-69","f0:3e:90:0c:24:78","IIITV1","9102","12:14:37"
"block-9","Wednesday","first","-44","24:c9:a1:09:9a:c8","IIITV-Staff","9102","12:14:37"
"block-9","Wednesday","first","-44","24:c9:a1:49:9a:c8","IIITV2","9102","12:14:37"
"block-9","Wednesday","first","-82","58:b6:33:66:51:48","IIITV-Staff","9102","12:14:37"
"block-9","Wednesday","first","-81","58:b6:33:26:51:48","IIITV1","9102","12:14:37"
"block-9","Wednesday","first","-57","58:b6:33:66:56:c8","IIITV-Staff","9102","12:14:37"
"block-9","Wednesday","first","-53","58:b6:33:26:56:c8","IIITV1","9102","12:14:37"
"block-9","Wednesday","first","-61","f0:3e:90:0c:29:d8","IIITV1","9102","12:14:37"
"block-9","Wednesday","first","-61","f0:3e:90:8c:29:d8","IIITV2","9102","12:14:37"
"block-9","Wednesday","first","-61","f0:3e:90:4c:29:d8","IIITV-Staff","9102","12:14:37"
"block-9","Wednesday","first","-67","24:c9:a1:09:a1:58","IIITV-Staff","9102","12:14:37"
"block-9","Wednesday","first","-72","2c:c5:d3:63:c2:38","IIITV-Staff","9102","12:14:09"
"block-9","Wednesday","first","-43","24:c9:a1:47:29:58","IIITV2","9102","12:14:37"
"block-9","Wednesday","first","-68","24:c9:a1:49:a1:58","IIITV2","9102","12:14:37"
"block-9","Wednesday","first","-43","24:c9:a1:07:29:58","IIITV-Staff","9102","12:14:37"
"block-9","Wednesday","first","-71","58:b6:33:26:53:28","IIITV1","9102","12:14:09"
"block-9","Wednesday","first","-80","24:c9:a1:49:a7:28","IIITV2","9102","12:14:37"
"block-9","Wednesday","first","-80","24:c9:a1:09:a7:28","IIITV-Staff","9102","12:14:37"
"block-9","Wednesday","first","-78","2c:c5:d3:23:c2:38","IIITV1","9103","12:14:47"
"block-9","Wednesday","first","-67","24:c9:a1:49:9f:08","IIITV2","9103","12:14:47"
"block-9","Wednesday","first","-67","24:c9:a1:09:9f:08","IIITV-Staff","9103","12:14:47"
"block-9","Wednesday","first","-71","f0:3e:90:4c:24:78","IIITV-Staff","9103","12:14:47"
"block-9","Wednesday","first","-67","f0:3e:90:8c:24:78","IIITV2","9103","12:14:47"
"block-9","Wednesday","first","-68","f0:3e:90:0c:24:78","IIITV1","9103","12:14:47"
"block-9","Wednesday","first","-36","24:c9:a1:09:9a:c8","IIITV-Staff","9103","12:14:47"
"block-9","Wednesday","first","-34","24:c9:a1:49:9a:c8","IIITV2","9103","12:14:47"
"block-9","Wednesday","first","-82","58:b6:33:66:51:48","IIITV-Staff","9103","12:14:47"
"block-9","Wednesday","first","-81","58:b6:33:26:51:48","IIITV1","9103","12:14:47"
"block-9","Wednesday","first","-65","58:b6:33:66:56:c8","IIITV-Staff","9103","12:14:47"
"block-9","Wednesday","first","-70","58:b6:33:26:56:c8","IIITV1","9103","12:14:47"
"block-9","Wednesday","first","-48","f0:3e:90:0c:29:d8","IIITV1","9103","12:14:47"
"block-9","Wednesday","first","-48","f0:3e:90:8c:29:d8","IIITV2","9103","12:14:47"
"block-9","Wednesday","first","-48","f0:3e:90:4c:29:d8","IIITV-Staff","9103","12:14:47"
"block-9","Wednesday","first","-51","24:c9:a1:09:a1:58","IIITV-Staff","9103","12:14:47"
"block-9","Wednesday","first","-78","2c:c5:d3:63:c2:38","IIITV-Staff","9103","12:14:47"
"block-9","Wednesday","first","-61","24:c9:a1:47:29:58","IIITV2","9103","12:14:47"
"block-9","Wednesday","first","-52","24:c9:a1:49:a1:58","IIITV2","9103","12:14:47"
"block-9","Wednesday","first","-61","24:c9:a1:07:29:58","IIITV-Staff","9103","12:14:47"
"block-9","Wednesday","first","-80","24:c9:a1:49:a7:28","IIITV2","9103","12:14:47"
"block-9","Wednesday","first","-80","24:c9:a1:09:a7:28","IIITV-Staff","9103","12:14:47"
"block-9","Wednesday","first","-66","24:c9:a1:47:2f:38","IIITV2","9103","12:14:47"
"block-9","Wednesday","first","-69","24:c9:a1:07:2f:38","IIITV-Staff","9103","12:14:47"
"block-9","Wednesday","first","-82","6c:aa:b3:48:ad:b8","IIITV2","9103","12:14:47"
"block-9","Wednesday","first","-84","6c:aa:b3:08:ad:b8","IIITV-Staff","9103","12:14:47"
"block-9","Wednesday","first","-69","2c:c5:d3:23:c2:38","IIITV1","9105","12:15:28"
"block-9","Wednesday","first","-66","24:c9:a1:49:9f:08","IIITV2","9105","12:15:28"
"block-9","Wednesday","first","-65","24:c9:a1:09:9f:08","IIITV-Staff","9105","12:15:28"
"block-9","Wednesday","first","-75","f0:3e:90:4c:24:78","IIITV-Staff","9105","12:15:28"
"block-9","Wednesday","first","-67","f0:3e:90:8c:24:78","IIITV2","9105","12:14:47"
"block-9","Wednesday","first","-74","f0:3e:90:0c:24:78","IIITV1","9105","12:15:28"
"block-9","Wednesday","first","-60","24:c9:a1:09:9a:c8","IIITV-Staff","9105","12:15:28"
"block-9","Wednesday","first","-59","24:c9:a1:49:9a:c8","IIITV2","9105","12:15:28"
"block-9","Wednesday","first","-80","58:b6:33:66:51:48","IIITV-Staff","9105","12:15:28"
"block-9","Wednesday","first","-76","58:b6:33:26:51:48","IIITV1","9105","12:15:28"
"block-9","Wednesday","first","-65","58:b6:33:66:56:c8","IIITV-Staff","9105","12:14:47"
"block-9","Wednesday","first","-70","58:b6:33:26:56:c8","IIITV1","9105","12:14:47"
"block-9","Wednesday","first","-46","f0:3e:90:0c:29:d8","IIITV1","9105","12:15:28"
"block-9","Wednesday","first","-40","f0:3e:90:8c:29:d8","IIITV2","9105","12:15:28"
"block-9","Wednesday","first","-40","f0:3e:90:4c:29:d8","IIITV-Staff","9105","12:15:28"
"block-9","Wednesday","first","-36","24:c9:a1:09:a1:58","IIITV-Staff","9105","12:15:28"
"block-9","Wednesday","first","-78","2c:c5:d3:63:c2:38","IIITV-Staff","9105","12:14:47"
"block-9","Wednesday","first","-61","24:c9:a1:47:29:58","IIITV2","9105","12:14:47"
"block-9","Wednesday","first","-36","24:c9:a1:49:a1:58","IIITV2","9105","12:15:28"
"block-9","Wednesday","first","-61","24:c9:a1:07:29:58","IIITV-Staff","9105","12:14:47"
"block-9","Wednesday","first","-80","24:c9:a1:49:a7:28","IIITV2","9105","12:14:47"
"block-9","Wednesday","first","-80","24:c9:a1:09:a7:28","IIITV-Staff","9105","12:14:47"
"block-9","Wednesday","first","-61","24:c9:a1:47:2f:38","IIITV2","9105","12:15:28"
